比赛日期,比赛,比赛场次,比赛小场,对阵双方,胜方,战队,队员,位置,所选英雄,击杀,死亡,助攻,击杀小兵数量,击杀中立生物量,在我方野区击杀中立生物,在敌方野区击杀中立生物,获取金钱数,插眼数,拆眼数,购买真眼数,参与推塔数,游戏结束时等级,死亡时长,输出伤害总量,对英雄造成伤害,对英雄造成物理伤害,对英雄造成魔法伤害,承受英雄伤害,承受英雄物理伤害,承受英雄魔法伤害,双杀次数,三杀次数,四杀次数,五杀次数,装备1,装备2,装备3,装备4,装备5,装备6,饰品
2017.03.04	,2017职业联赛	,第四周	,第一场	,VG vs IM	,IM	,IM	,IMRoad	,SUPPORT	,河流之王-塔姆	,0	,3	,10	,68	,1	,1	,0	,11770	,47	,17	,15	,0	,16	,101	,31788	,4383	,618	,3764	,22076	,13390	,7350	,0	,0	,0	,0	,钢铁烈阳之匣	,救赎	,洞察红宝石	,水银饰带	,水银之靴	,控制守卫	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,VG vs IM	,IM	,IM	,IMBen4	,JUNGLE	,傲之追猎者-雷恩加尔	,3	,1	,7	,200	,145	,78	,67	,14748	,38	,25	,11	,0	,18	,25	,195488	,8329	,6860	,1179	,26359	,18097	,7017	,0	,0	,0	,0	,兰顿之兆	,附魔：战士	,守护天使	,黑色切割者	,忍者足具	,燃烧宝石	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,VG	,VGHetong	,SUPPORT	,虚空先知-玛尔扎哈	,0	,3	,6	,25	,0	,0	,0	,8465	,40	,7	,13	,0	,13	,117	,22647	,9141	,1547	,7561	,15210	,7784	,7401	,0	,0	,0	,0	,救赎	,守望之眼	,复用型药水	,控制守卫	,军团圣盾	,疾行之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,VG	,VGLoong	,TOP	,扭曲树精-茂凯	,3	,3	,2	,322	,11	,2	,9	,13063	,19	,5	,2	,1	,17	,98	,193833	,20204	,3930	,16045	,36724	,18672	,17150	,0	,0	,0	,0	,守护天使	,水银之靴	,控制守卫	,日炎斗篷	,冰霜之心	,振奋盔甲	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,VG	,VGEasyhoon	,MID	,魔蛇之拥-卡西奥佩娅	,0	,2	,2	,309	,13	,10	,3	,12394	,20	,5	,8	,0	,17	,57	,193985	,11032	,0	,10907	,19403	,12560	,6819	,0	,0	,0	,0	,虚空之杖	,多兰之戒	,深渊权杖	,炽天使之拥	,爆裂魔杖	,无用大棒	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,VG	,VGXuanXuanPi	,ADC	,战争女神-希维尔	,3	,3	,3	,385	,22	,13	,9	,14779	,19	,15	,5	,1	,17	,87	,259046	,18790	,18622	,0	,17116	,9197	,7893	,0	,0	,0	,0	,狂战士胫甲	,控制守卫	,多米尼克领主的致意	,幻影之舞	,夺萃之镰	,无尽之刃	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,VG	,VGBengi	,JUNGLE	,翠神-艾翁	,1	,5	,5	,111	,83	,67	,16	,10478	,29	,19	,7	,0	,14	,137	,420137	,3364	,1045	,1884	,19929	,13042	,6839	,0	,0	,0	,0	,救赎	,钢铁烈阳之匣	,附魔：符能回声	,明朗之靴	,和谐圣杯	,恶魔法典	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,IM	,IMAmazingJ	,TOP	,深海泰坦-诺提勒斯	,2	,1	,10	,276	,16	,5	,11	,13535	,20	,0	,2	,0	,17	,27	,175551	,12155	,3304	,8662	,22113	,9717	,11856	,0	,0	,0	,0	,守护天使	,钢铁烈阳之匣	,振奋盔甲	,黑暗封印	,日炎斗篷	,水银之靴	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,IM	,IMJinjiao	,ADC	,惩戒之箭-韦鲁斯	,7	,0	,4	,323	,15	,10	,5	,15437	,15	,6	,5	,3	,17	,0	,224696	,31187	,28475	,2439	,7954	,4118	,3835	,1	,1	,0	,0	,夜之锋刃	,幽梦之灵	,考尔菲德的战锤	,魔切	,明朗之靴	,凡性的提醒	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,IM	,IMAthena	,MID	,符文法师-瑞兹	,3	,2	,8	,317	,25	,11	,14	,15416	,19	,12	,3	,1	,18	,95	,253516	,18194	,553	,17378	,20276	,10929	,9251	,0	,0	,0	,0	,时光之杖	,炽天使之拥	,水银饰带	,水银之靴	,莫雷洛秘典	,虚空之杖	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,IM	,IMRoad	,SUPPORT	,荆棘之兴-婕拉	,2	,4	,7	,38	,0	,0	,0	,11337	,43	,22	,13	,1	,14	,136	,46810	,16295	,701	,15544	,13274	,8226	,4907	,0	,0	,0	,0	,法师之靴	,水银饰带	,守望之眼	,控制守卫	,兰德里的折磨	,爆裂魔杖	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,VG vs IM	,IM	,IM	,IMBen4	,JUNGLE	,虚空掠夺者-卡兹克	,2	,0	,11	,160	,100	,61	,39	,12896	,34	,20	,6	,1	,16	,0	,155638	,16286	,14553	,1481	,25479	,17208	,8057	,0	,0	,0	,0	,（空）	,附魔：战士	,黑色切割者	,忍者足具	,锯齿短匕	,玛莫提乌斯之噬	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,IG	,IGKidKid	,JUNGLE	,盲僧-李青	,2	,3	,1	,155	,127	,84	,43	,11156	,29	,11	,7	,0	,15	,110	,175265	,4424	,3854	,546	,34226	,27898	,6076	,1	,0	,0	,0	,附魔：战士	,亡者的板甲	,女妖面纱	,布甲	,负极斗篷	,水银之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,IG	,IGRookie	,MID	,不祥之刃-卡特琳娜	,5	,4	,2	,338	,5	,1	,4	,14095	,21	,5	,5	,0	,17	,146	,211006	,11501	,977	,10523	,15928	,10518	,5036	,1	,0	,0	,0	,虚空之杖	,水银饰带	,海克斯科技枪刃	,中娅沙漏	,无用大棒	,法师之靴	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,IG	,IGMarge	,ADC	,寒冰射手-艾希	,0	,6	,3	,348	,31	,23	,8	,14044	,13	,3	,0	,1	,16	,197	,204985	,11820	,9804	,1703	,16762	,10457	,6305	,0	,0	,0	,0	,水银饰带	,卢安娜的飓风	,夺萃之镰	,多米尼克领主的致意	,狂战士胫甲	,最后的轻语	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,IG	,IGMegan	,SUPPORT	,荆棘之兴-婕拉	,1	,8	,2	,43	,1	,1	,0	,9223	,58	,19	,17	,0	,14	,217	,36093	,9041	,480	,8560	,22746	,16495	,6042	,0	,0	,0	,0	,守望之眼	,控制守卫	,兰德里的折磨	,疾行之靴	,恶魔法典	,红水晶	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,IG	,IGDuke	,TOP	,扭曲树精-茂凯	,0	,3	,5	,332	,4	,0	,4	,12553	,15	,5	,1	,0	,17	,107	,183021	,8732	,983	,7748	,26385	,16306	,8766	,0	,0	,0	,0	,号令之旗	,巨人腰带	,守望者铠甲	,水银之靴	,振奋盔甲	,冰霜之心	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,WE	,WExiye	,MID	,暗黑元首-辛德拉	,4	,1	,9	,319	,16	,7	,9	,15926	,22	,7	,5	,0	,18	,60	,217401	,13260	,679	,12185	,8579	,4964	,3510	,1	,0	,0	,0	,卢登的回声	,莫雷洛秘典	,深渊权杖	,爆裂魔杖	,虚空之杖	,法师之靴	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,WE	,WEMystic	,ADC	,戏命师-烬	,7	,0	,11	,288	,5	,1	,4	,16219	,15	,10	,3	,2	,17	,0	,212704	,26971	,22716	,3525	,7319	,3775	,3544	,2	,1	,0	,0	,夜之锋刃	,幽梦之灵	,德拉克萨的暮刃	,疾射火炮	,最后的轻语	,轻灵之靴	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,WE	,WECondi	,JUNGLE	,法外狂徒-格雷福斯	,10	,3	,4	,239	,187	,108	,79	,15972	,25	,20	,5	,3	,18	,114	,262663	,21971	,19988	,1463	,19211	,10101	,9109	,2	,0	,0	,0	,幽梦之灵	,夜之锋刃	,附魔：战士	,德拉克萨的暮刃	,水银之靴	,狂热	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,WE	,WE957	,TOP	,深海泰坦-诺提勒斯	,2	,1	,5	,313	,10	,9	,1	,14922	,21	,6	,3	,1	,18	,57	,187771	,9307	,2436	,6871	,13758	,7139	,6411	,0	,0	,0	,0	,守护天使	,冰脉护手	,振奋盔甲	,腐败药水	,水银之靴	,日炎斗篷	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第一场	,WE vs IG	,WE	,WE	,WEBen	,SUPPORT	,虚空先知-玛尔扎哈	,1	,3	,12	,33	,1	,0	,1	,10904	,58	,12	,20	,3	,14	,97	,26473	,7592	,1704	,5386	,12788	,4554	,8209	,0	,0	,0	,0	,水银饰带	,守望之眼	,救赎	,（空）	,疾行之靴	,军团圣盾	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,IG	,IGKidKid	,JUNGLE	,傲之追猎者-雷恩加尔	,5	,4	,5	,223	,196	,125	,71	,14492	,30	,12	,9	,0	,17	,156	,236316	,12109	,8673	,2904	,36961	,20957	,15682	,0	,0	,0	,0	,附魔：战士	,黑色切割者	,亡者的板甲	,锯齿短匕	,守护天使	,忍者足具	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,IG	,IGRookie	,MID	,暗黑元首-辛德拉	,4	,6	,4	,342	,11	,11	,0	,15271	,28	,15	,8	,0	,17	,286	,226221	,25043	,750	,23096	,16856	,9069	,7248	,1	,0	,0	,0	,灭世者的死亡之帽	,虚空之杖	,中娅沙漏	,巫术合剂	,莫雷洛秘典	,法师之靴	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,IG	,IGMarge	,ADC	,戏命师-烬	,3	,3	,9	,293	,3	,2	,1	,15014	,16	,7	,1	,2	,16	,99	,217131	,25028	,21312	,2884	,15497	,10578	,4919	,1	,0	,0	,0	,幽梦之灵	,夜之锋刃	,轻灵之靴	,格斗手套	,凡性的提醒	,无尽之刃	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,IG	,IGMegan	,SUPPORT	,天启者-卡尔玛	,2	,5	,12	,44	,0	,0	,0	,11021	,73	,32	,20	,0	,14	,136	,32831	,11924	,1907	,7597	,19160	,13108	,5816	,0	,0	,0	,0	,守望之眼	,救赎	,钢铁烈阳之匣	,和谐圣杯	,禁忌雕像	,明朗之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,IG	,IGDuke	,TOP	,海洋之灾-普朗克	,4	,2	,7	,341	,11	,6	,5	,16785	,15	,2	,2	,2	,18	,49	,277823	,24975	,15429	,6100	,19686	,11456	,7776	,1	,0	,0	,0	,斯特拉克的挑战护手	,三相之力	,凡性的提醒	,忍者足具	,暴风之剑	,无尽之刃	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,WE	,WExiye	,MID	,影流之主-劫	,7	,4	,6	,315	,15	,13	,2	,16819	,22	,2	,6	,1	,18	,175	,235727	,17835	,14725	,2026	,17886	,9408	,7163	,1	,0	,0	,0	,幽梦之灵	,夜之锋刃	,玛莫提乌斯之噬	,黑色切割者	,（空）	,忍者足具	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,WE	,WEMystic	,ADC	,惩戒之箭-韦鲁斯	,4	,3	,10	,353	,6	,5	,1	,16338	,17	,11	,3	,3	,17	,119	,249406	,24612	,22841	,1770	,15308	,9852	,4793	,0	,0	,0	,0	,夜之锋刃	,幽梦之灵	,海克斯饮魔刀	,魔切	,多米尼克领主的致意	,明朗之靴	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,WE	,WECondi	,JUNGLE	,酒桶-古拉加斯	,5	,6	,10	,205	,158	,103	,55	,15090	,32	,11	,7	,1	,17	,231	,219690	,15178	,1680	,13294	,40054	,24401	,14023	,1	,0	,0	,0	,附魔：符能回声	,守护天使	,红水晶	,振奋盔甲	,冰脉护手	,忍者足具	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,WE	,WE957	,TOP	,扭曲树精-茂凯	,3	,0	,9	,317	,11	,2	,9	,14982	,26	,13	,7	,0	,18	,0	,192028	,21259	,3932	,17327	,34319	,21101	,9036	,0	,0	,0	,0	,（空）	,振奋盔甲	,守护天使	,冰脉护手	,忍者足具	,日炎斗篷	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第二场	,WE vs IG	,WE	,WE	,WEBen	,SUPPORT	,仙灵女巫-璐璐	,1	,5	,16	,32	,0	,0	,0	,11528	,80	,29	,24	,2	,13	,157	,12731	,4724	,1614	,2847	,20563	,8667	,11260	,0	,0	,0	,0	,军团圣盾	,守望之眼	,救赎	,（空）	,禁忌雕像	,明朗之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,OMG	,OMGXiyang	,TOP	,机械公敌-兰博	,4	,3	,4	,499	,53	,16	,37	,20560	,33	,5	,7	,0	,18	,62	,388312	,35352	,376	,34676	,24675	,15873	,7508	,0	,0	,0	,0	,中娅沙漏	,法师之靴	,瑞莱的冰晶节杖	,灭世者的死亡之帽	,虚空之杖	,兰德里的折磨	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,OMG	,OMGSmlz	,ADC	,戏命师-烬	,6	,1	,6	,481	,21	,21	,0	,21188	,18	,15	,4	,0	,18	,0	,424420	,39685	,31164	,8360	,15967	,13523	,1949	,1	,0	,0	,0	,幽梦之灵	,夜之锋刃	,疾射火炮	,多米尼克领主的致意	,德拉克萨的暮刃	,无尽之刃	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,OMG	,OMGWorld6	,JUNGLE	,盲僧-李青	,1	,6	,9	,200	,154	,106	,48	,14786	,60	,19	,12	,0	,18	,315	,189489	,13941	,11836	,2074	,46749	,28253	,16972	,0	,0	,0	,0	,附魔：战士	,提亚马特	,兰顿之兆	,忍者足具	,守护天使	,亡者的板甲	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,OMG	,OMGFive	,SUPPORT	,仙灵女巫-璐璐	,0	,9	,9	,42	,0	,0	,0	,12428	,90	,36	,21	,0	,16	,331	,16034	,5967	,1175	,2955	,24306	,12994	,10512	,0	,0	,0	,0	,守望之眼	,救赎	,钢铁烈阳之匣	,控制守卫	,守护天使	,疾行之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,OMG	,OMGIcon	,MID	,符文法师-瑞兹	,2	,3	,5	,483	,57	,21	,36	,20553	,27	,9	,9	,2	,18	,102	,449538	,16620	,413	,16181	,23040	,13339	,8927	,0	,0	,0	,0	,炽天使之拥	,灭世者的死亡之帽	,虚空之杖	,深渊权杖	,时光之杖	,水银之靴	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,QG	,QGDoinb	,MID	,发条魔灵-奥莉安娜	,6	,2	,8	,449	,51	,26	,25	,21829	,26	,21	,3	,2	,18	,99	,359327	,27188	,852	,25456	,26083	,12779	,13026	,0	,0	,0	,0	,卢登的回声	,虚空之杖	,巫妖之祸	,雅典娜的邪恶圣杯	,中娅沙漏	,灭世者的死亡之帽	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,QG	,QGClid	,JUNGLE	,法外狂徒-格雷福斯	,9	,2	,6	,291	,166	,101	,65	,21163	,50	,41	,11	,3	,18	,47	,347869	,18551	,14214	,3105	,36408	,23690	,12164	,1	,0	,0	,0	,三相之力	,无尽之刃	,幻影之舞	,玛莫提乌斯之噬	,黑色切割者	,水银之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,QG	,QGAlone	,ADC	,惩戒之箭-韦鲁斯	,4	,3	,11	,368	,35	,32	,3	,20641	,16	,13	,3	,3	,18	,85	,348597	,38990	,32941	,4147	,18999	,10266	,8514	,1	,0	,0	,0	,多米尼克领主的致意	,幽梦之灵	,夜之锋刃	,德拉克萨的暮刃	,明朗之靴	,魔切	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,QG	,QGAli	,SUPPORT	,唤潮鲛姬-娜美	,1	,4	,18	,38	,0	,0	,0	,14717	,103	,32	,29	,1	,17	,141	,14217	,7204	,827	,5687	,24373	,11374	,12777	,0	,0	,0	,0	,守望之眼	,救赎	,钢铁烈阳之匣	,（空）	,炽热香炉	,明朗之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第一场	,QG vs OMG	,QG	,QG	,QGKabe	,TOP	,暮光之眼-慎	,2	,2	,12	,498	,36	,9	,27	,22134	,27	,3	,2	,0	,18	,83	,331423	,9508	,6587	,2740	,40935	,16908	,22945	,0	,0	,0	,0	,亡者的板甲	,巨型九头蛇	,兰顿之兆	,振奋盔甲	,守护天使	,忍者足具	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,OMG	,OMGXiyang	,TOP	,扭曲树精-茂凯	,1	,4	,8	,390	,7	,3	,4	,17432	,30	,17	,4	,0	,18	,199	,278118	,20480	,1906	,17900	,50074	,23952	,22946	,0	,0	,0	,0	,钢铁烈阳之匣	,兰顿之兆	,守护天使	,日炎斗篷	,振奋盔甲	,水银之靴	,监视图腾（饰品）	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,OMG	,OMGSmlz	,ADC	,皮城女警-凯特琳	,5	,3	,7	,500	,35	,21	,14	,22042	,13	,17	,2	,0	,18	,104	,459074	,48053	,43670	,2439	,28690	,10632	,17231	,0	,0	,0	,0	,凡性的提醒	,水银弯刀	,疾射火炮	,饮血剑	,卢安娜的飓风	,无尽之刃	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,OMG	,OMGWorld6	,JUNGLE	,法外狂徒-格雷福斯	,3	,6	,9	,244	,162	,97	,65	,17251	,51	,22	,10	,4	,18	,230	,276164	,18243	,15422	,2479	,32147	,17679	,13650	,0	,0	,0	,0	,夜之锋刃	,水银饰带	,附魔：战士	,凡性的提醒	,忍者足具	,斯特拉克的挑战护手	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,OMG	,OMGFive	,SUPPORT	,唤潮鲛姬-娜美	,0	,6	,13	,46	,0	,0	,0	,13703	,73	,36	,21	,1	,17	,223	,18171	,9452	,1248	,4564	,24891	,8369	,15400	,0	,0	,0	,0	,守望之眼	,救赎	,钢铁烈阳之匣	,负极斗篷	,炽热香炉	,明朗之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,OMG	,OMGIcon	,MID	,诡术妖姬-乐芙兰	,6	,2	,5	,361	,33	,29	,4	,18773	,7	,15	,1	,0	,18	,25	,243673	,32865	,1697	,28950	,28516	,11449	,16115	,0	,0	,0	,0	,中娅沙漏	,虚空之杖	,深渊权杖	,莫雷洛秘典	,灭世者的死亡之帽	,法师之靴	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,QG	,QGDoinb	,MID	,猩红收割者-弗拉基米尔	,10	,6	,8	,435	,60	,39	,21	,23052	,30	,6	,7	,1	,18	,298	,425147	,64733	,1924	,60324	,52026	,28832	,20904	,2	,0	,0	,0	,卢登的回声	,虚空之杖	,法师之靴	,深渊权杖	,中娅沙漏	,灭世者的死亡之帽	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,QG	,QGClid	,JUNGLE	,盲僧-李青	,1	,5	,13	,220	,149	,88	,61	,17064	,44	,22	,11	,1	,18	,237	,209975	,10371	,8369	,1808	,41043	,31179	,8305	,0	,0	,0	,0	,附魔：战士	,钢铁烈阳之匣	,女妖面纱	,守护天使	,巨人腰带	,忍者足具	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,QG	,QGAli	,SUPPORT	,弗雷尔卓德之心-布隆	,1	,1	,15	,59	,1	,0	,1	,14067	,102	,20	,25	,0	,17	,53	,31637	,7684	,417	,4318	,28002	,18316	,7812	,0	,0	,0	,0	,山岳之容	,救赎	,钢铁烈阳之匣	,洞察红宝石	,（空）	,忍者足具	,神谕改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,QG	,QGCandyseven	,ADC	,戏命师-烬	,5	,2	,8	,410	,19	,13	,6	,21105	,27	,9	,8	,4	,18	,40	,390603	,25849	,19125	,5952	,15649	,7049	,7264	,1	,0	,0	,0	,疾射火炮	,水银弯刀	,凡性的提醒	,玛莫提乌斯之噬	,无尽之刃	,轻灵之靴	,远见改造	
2017.03.04	,2017职业联赛	,第四周	,第二场	,QG vs OMG	,QG	,QG	,QGKabe	,TOP	,暮光之眼-慎	,4	,2	,13	,492	,1	,1	,0	,22790	,25	,3	,1	,2	,18	,124	,354697	,23731	,13565	,9670	,41751	,23601	,16390	,0	,0	,0	,0	,忍者足具	,巨型九头蛇	,兰顿之兆	,日炎斗篷	,振奋盔甲	,守护天使	,监视图腾（饰品）	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,LGD	,LGDGodV	,MID	,英勇投弹手-库奇	,1	,4	,4	,237	,19	,14	,5	,10261	,13	,8	,5	,1	,15	,117	,143088	,17785	,3194	,13700	,16006	,8803	,7126	,0	,0	,0	,0	,腐败药水	,法师之靴	,（空）	,疾射火炮	,三相之力	,水银饰带	,远见改造	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,LGD	,LGDImp	,ADC	,惩戒之箭-韦鲁斯	,2	,2	,4	,266	,1	,1	,0	,11528	,11	,4	,3	,3	,13	,79	,156887	,18786	,17101	,1684	,9360	,6642	,2621	,0	,0	,0	,0	,幽梦之灵	,夜之锋刃	,控制守卫	,明朗之靴	,魔宗	,最后的轻语	,远见改造	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,LGD	,LGDPyl	,SUPPORT	,仙灵女巫-璐璐	,1	,3	,5	,21	,0	,0	,0	,6817	,51	,16	,13	,0	,11	,105	,13693	,3116	,867	,1770	,10749	,8211	,2445	,0	,0	,0	,0	,疾行之靴	,救赎	,守望之眼	,（空）	,（空）	,（空）	,神谕改造	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,LGD	,LGDFunny	,TOP	,暮光之眼-慎	,2	,3	,5	,195	,4	,2	,2	,9237	,13	,0	,2	,0	,14	,117	,94620	,11213	,5105	,6107	,19800	,15302	,4433	,0	,0	,0	,0	,提亚马特	,日炎斗篷	,复用型药水	,忍者足具	,振奋盔甲	,多兰之盾	,监视图腾（饰品）	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,LGD	,LGDIntruder	,JUNGLE	,傲之追猎者-雷恩加尔	,2	,5	,3	,120	,95	,53	,42	,8892	,25	,8	,6	,0	,13	,119	,101651	,4263	,3075	,1108	,20925	,13265	,7660	,0	,0	,0	,0	,附魔：战士	,振奋盔甲	,（空）	,锁子甲	,（空）	,忍者足具	,神谕改造	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,GT	,GTGimgoon	,TOP	,暴怒骑士-克烈	,2	,1	,8	,246	,16	,8	,8	,11675	,14	,3	,5	,1	,16	,48	,154358	,12640	,12640	,0	,22009	,13184	,8454	,0	,0	,0	,0	,黑色切割者	,巨型九头蛇	,守护天使	,控制守卫	,多兰之盾	,忍者足具	,监视图腾（饰品）	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,GT	,GTRepublic	,MID	,符文法师-瑞兹	,7	,0	,8	,252	,12	,3	,9	,14099	,12	,2	,4	,2	,17	,0	,195553	,20426	,1085	,19341	,16997	,9705	,6981	,1	,1	,1	,0	,时光之杖	,深渊权杖	,炽天使之拥	,明朗之靴	,虚空之杖	,增幅典籍	,远见改造	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,GT	,GTSavoki	,SUPPORT	,虚空先知-玛尔扎哈	,1	,3	,2	,23	,0	,0	,0	,7471	,47	,16	,10	,0	,11	,80	,13096	,3578	,874	,2703	,8906	,4946	,3671	,0	,0	,0	,0	,洞察之石	,控制守卫	,窃法之刃	,抗魔斗篷	,瑞莱的冰晶节杖	,疾行之靴	,神谕改造	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,GT	,GTXiaoyu	,JUNGLE	,虚空掠夺者-卡兹克	,4	,2	,5	,102	,85	,46	,39	,10457	,27	,5	,7	,3	,14	,76	,125540	,8547	,7471	,1031	,20304	,14062	,5947	,0	,0	,0	,0	,附魔：战士	,夜之锋刃	,（空）	,负极斗篷	,忍者足具	,锯齿短匕	,神谕改造	
2017.03.05	,2017职业联赛	,第四周	,第一场	,GT vs LGD	,GT	,GT	,GTWest	,ADC	,皮城女警-凯特琳	,3	,2	,7	,244	,28	,20	,8	,12029	,11	,2	,3	,2	,15	,52	,160371	,12942	,12569	,89	,14106	,11885	,2034	,0	,0	,0	,0	,十字镐	,水银饰带	,无尽之刃	,狂战士胫甲	,吸血鬼节杖	,卢安娜的飓风	,远见改造	
2017.03.05	,2017职业联赛	,第四周	,第二场	,GT vs LGD	,LGD	,LGD	,LGDGodV	,MID	,时间刺客-艾克	,2	,3	,8	,281	,7	,3	,4	,14245	,20	,7	,6	,0	,17	,86	,198177	,12363	,2092	,10271	,21405	,10139	,10938	,0	,0	,0	,0	,海克斯科技原型腰带-01	,水银之靴	,中娅沙漏	,巫妖之祸	,增幅典籍	,水银饰带	,监视图腾（饰品）	
2017.03.05	,2017职业联赛	,第四周	,第二场	,GT vs LGD	,LGD	,LGD	,LGDImp	,ADC	,皮城女警-凯特琳	,5	,2	,6	,358	,34	,32	,2	,16249	,13	,16	,2	,3	,17	,66	,278565	,23661	,21342	,1673	,18183	,10915	,7267	,1	,0	,0	,0	,水银弯刀	,（空）	,狂战士胫甲	,无尽之刃	,卢安娜的飓风	,疾射火炮	,远见改造	
