选手,每分钟对英雄伤害,每分钟金钱,平均每击败需要伤害,平均每死亡承受伤害,伤害金钱比,伤害金钱比（占团队比例）,伤害占团队百分比,承伤占团队百分比,击杀,死亡,助攻,胜率,选取英雄频次,赛区,位置,出场次数
Cabuloso,390.1574806549811,242.67960561830017,8470.214285714286,3876.0952380952376,1.5304139794077196,1.5983867559013412,0.2516140415067829,0.1836057474732546,0.0,5.0,4.0,0.0,Miss Fortune-1 Zyra-1,CBLoL,Support,2
Gorilla,211.3961082711064,250.81033660961907,1244.4049494949495,4440.4400000000005,0.7952396466582319,0.763883181358339,0.10809064871632548,0.13169477675475716,1.0,3.4,6.6,0.8,Braum-1 Karma-3 Zyra-1,LCK,Support,5
Swift,299.40266722895035,338.50727530599073,922.4083333333333,26674.833333333332,0.8533858928136671,0.8009248469684083,0.15174673866462837,0.34368220326757326,3.5,2.0,10.0,1.0,RekSai-2,LPL,Jungle,2
Huni,375.23298032488066,370.20643526110365,2788.4083333333333,14514.0,0.9874295405188793,1.077574201292915,0.22751556665080813,0.22889169643205895,0.75,1.25,4.25,0.5,Gragas-1 Jayce-1 Maokai-2,LCK,Top,4
Totoro,222.89504642408946,210.85313823853596,2761.1458333333335,5998.2,0.9653415634060898,0.913296741032694,0.13772382884556933,0.13748930343174565,0.5,2.25,3.5,0.0,Karma-2 Zyra-2,LCK,Support,4
Exileh,874.8623773385248,501.81326515155547,1607.486111111111,7451.25,1.6683937296525335,1.4421868492363041,0.35139967980593523,0.21387992652647553,11.5,2.0,3.5,1.0,Cassiopeia-1 Corki-1,EULCS,Middle,2
Thulz,327.06284077011657,341.0582590788367,7251.166666666667,6245.1,0.9322036651508818,0.9784589429615356,0.21101597557806254,0.25042164195498334,1.5,4.0,2.0,0.0,Jayce-1 Shen-1,CBLoL,Top,2
Keane,385.5050360145603,369.5922365569222,4551.796428571429,15128.25,0.9822586028335512,1.0792782185222172,0.24381234119006123,0.18903593344924716,1.75,0.75,2.25,0.5,Cassiopeia-1 Corki-2 Orianna-1,NALCS,Middle,4
icon,539.4057854227233,401.49960079166453,2557.0249999999996,14361.6875,1.3064013772749385,1.142620666416747,0.2605662892654765,0.1738340106551969,4.75,1.75,4.25,0.5,Cassiopeia-1 Corki-2 Ryze-1,LPL,Middle,4
Ziriguidun,181.82933891991607,269.76526211702395,1022.0952380952381,5244.75,0.6469162414140436,0.6681769601653436,0.09889383591962773,0.14542545034799081,1.5,3.0,6.5,1.0,Karma-1 Malzahar-1,CBLoL,Support,2
Lourlo,338.96324618398626,349.41699189572495,2735.988888888889,5719.9,0.9161239741170653,0.862413074236841,0.18015349767514938,0.2236180751674021,1.2,4.0,4.0,0.2,Nautilus-1 Rumble-3 Shen-1,NALCS,Top,5
Piglet,547.5352857818605,344.95904057208156,3624.5450793650793,4090.223809523809,1.5092523475725146,1.4174295215005943,0.29178396653226263,0.14328537944633202,2.2,4.0,6.4,0.2,Ashe-1 Jhin-1 Varus-3,NALCS,ADC,5
Pawn,541.9091329724358,421.2045822039545,2455.2008928571427,7645.583333333333,1.2540227128493797,1.152766344962215,0.2525910040643532,0.15299608533934048,3.0,1.25,7.0,1.0,Azir-2 Orianna-1 Syndra-1,LCK,Middle,4
Ali,89.77170805602204,224.61425559482245,567.0333333333333,7205.944444444444,0.38623616975287556,0.3386515601835731,0.046721471585516434,0.15864561541182728,0.0,2.6666666666666665,6.666666666666667,0.6666666666666666,Braum-1 TahmKench-1 Trundle-1,LPL,Support,3
Candyseven,247.99452675006572,365.3198954999364,1524.0249999999999,6058.333333333333,0.6326759979935428,0.6960909496086854,0.1465208833009962,0.10667261917429444,0.3333333333333333,1.0,4.666666666666667,0.6666666666666666,Jhin-1 Sivir-2,LPL,ADC,3
Yang,355.94871304164997,445.9872638728476,1753.2916666666665,19732.0,0.7578477211828334,0.7386464323684777,0.17946503283891874,0.23258502383858076,5.0,1.0,4.0,1.0,Shen-2,CBLoL,Top,2
Lindarang,308.257114925763,315.1398430284167,1825.6333333333332,10498.944444444443,0.9425393139286985,1.0477368582166566,0.20456419024070027,0.25924363577516146,0.6666666666666666,2.6666666666666665,6.666666666666667,0.3333333333333333,Maokai-2 Shen-1,LCK,Top,3
Ming,335.63068600130134,308.28445212698375,904.2361111111111,11625.0,1.0342434763541482,0.9826798998443516,0.15785293053601296,0.17310165146911777,2.0,0.5,10.5,1.0,Miss Fortune-1 Zyra-1,LPL,Support,2
Jesiz,346.2594693478429,286.6096801232947,2668.0211640211637,8989.0,1.1319254875156635,1.201987660784089,0.19308707404264955,0.13172965965798436,1.6666666666666667,2.0,4.333333333333333,0.6666666666666666,Miss Fortune-2 Zyra-1,EULCS,Support,3
Hans Sama,536.1745147491183,413.01536145996494,1548.9070512820513,5048.25,1.2527336085054994,1.1799375877036353,0.25480541856939354,0.12110281451488614,5.5,2.0,7.0,1.0,Draven-1 Jhin-1,EULCS,ADC,2
Zet,546.002236436427,407.3050335056963,2208.2349999999997,7315.0,1.3005905685232224,1.0692366283698918,0.24057797187983407,0.14663147710603988,3.2,2.0,8.4,0.4,Ashe-2 Ezreal-1 Varus-2,LPL,ADC,5
Sarkis,371.36806849201264,341.10148432384295,6617.0,5299.875,1.0302455132779447,1.0188421207820804,0.2188751206979857,0.1568184202871788,1.5,3.0,1.5,0.0,Ashe-1 Sivir-1,CBLoL,ADC,2
Beyond,310.86749097261867,345.6693727271049,2352.71875,13275.166666666664,0.8473640358172331,0.699788440787673,0.14006277282665006,0.2700380511269153,3.5,3.0,4.666666666666667,0.6666666666666666,Elise-4 Graves-1 Rengar-1,LCK,Jungle,6
Mint,542.7780070684612,369.30926380282597,4736.045778508772,5153.170833333334,1.397247181816078,1.249735776910779,0.2692089927431479,0.13116521178847879,4.5,3.5,5.75,0.5,Jhin-1 Varus-3,LPL,ADC,4
Turtle,174.40759868788666,339.6847294547053,668.9857142857143,16865.0,0.49900940648843845,0.5594731003580006,0.09879908560849454,0.36090211623797797,2.5,2.0,6.0,1.0,Kha'zix-1 Rengar-1,CBLoL,Jungle,2
Cloud,122.37143921057532,232.18213923687767,874.8444444444444,5058.5,0.47800882015827195,0.5205380379664476,0.07106124264996688,0.12535528171647714,0.3333333333333333,1.6666666666666667,5.333333333333333,0.6666666666666666,Bard-2 Thresh-1,LPL,Support,3
Chei,197.8546906098547,258.5245424911084,825.8466666666667,7390.278571428571,0.7046405833121275,0.641625500636984,0.09447072718379157,0.1642268213008322,0.4,3.0,8.6,0.6,Karma-1 Malzahar-1 Tahm Kench-2 Zyra-1,EULCS,Support,5
